,type,username,useraddress,userid,timestamp,roomname,content
120,text,BazaarAgent,128.2.220.133:39341,\N,2016-06-10 21:33:51,mturkno7226107,"Thank you for participating in the discussion. You now have just 5 minutes to finalize a joint argument in favor of one plan and complete your proposal on the left. Keep in mind that you will be evaluated solely based on the quality of your proposal (i.e., the thoroughness of the reasoning displayed)."
125,text,Yooper,71.120.228.30:57969,54,2016-06-10 21:33:53,mturkno7226107,any other tradeoffs?
128,text,Helen,162.228.105.60:49597,35,2016-06-10 21:34:20,mturkno7226107,I&#39;m not sure
130,text,Helen,162.228.105.60:49597,35,2016-06-10 21:34:29,mturkno7226107,If I missed anything feel free to add 
131,text,pelican,68.204.68.130:58817,45,2016-06-10 21:35:59,mturkno7226107,"I can&#39;t type into the trade off area. Trade off some green house affect from the coal, but most is renewable so it is a very small footprint."
133,text,Helen,162.228.105.60:49597,35,2016-06-10 21:36:46,mturkno7226107,good?
134,text,pelican,68.204.68.130:58817,45,2016-06-10 21:36:51,mturkno7226107,Yes.
135,text,Helen,162.228.105.60:49597,35,2016-06-10 21:36:55,mturkno7226107,yay1
136,text,moosh,24.236.196.25:63527,40,2016-06-10 21:36:56,mturkno7226107,good
138,text,Helen,162.228.105.60:49597,35,2016-06-10 21:36:57,mturkno7226107,*!
139,text,Yooper,71.120.228.30:57969,54,2016-06-10 21:37:00,mturkno7226107,think we good!
140,text,Helen,162.228.105.60:49597,35,2016-06-10 21:37:07,mturkno7226107,"I&#39;m happy with it, gg"
141,text,pelican,68.204.68.130:58817,45,2016-06-10 21:37:11,mturkno7226107,Me too.
142,presence,Helen,162.228.105.60:49597,35,2016-06-10 21:37:32,mturkno7226107,leave
143,text,pelican,68.204.68.130:58817,45,2016-06-10 21:37:35,mturkno7226107,Thanks everyone-cross your fingers they approve
144,presence,Yooper,71.120.228.30:57969,54,2016-06-10 21:37:35,mturkno7226107,leave
145,presence,Yooper,71.120.228.30:58801,54,2016-06-10 21:37:36,mturkno7226107,leave
146,presence,Yooper,undefined:undefined,54,2016-06-10 21:37:36,mturkno7226107,join
152,presence,pelican,68.204.68.130:58817,45,2016-06-10 21:37:49,mturkno7226107,leave
160,presence,BazaarAgent,128.2.220.133:39341,\N,2016-06-10 21:39:07,mturkno7226107,leave
168,presence,moosh,24.236.196.25:63527,40,2016-06-10 22:00:09,mturkno7226107,leave
169,presence,moosh,24.236.196.25:52491,40,2016-06-10 22:00:11,mturkno7226107,leave
170,presence,moosh,undefined:undefined,40,2016-06-10 22:00:11,mturkno7226107,join
