,type,username,useraddress,userid,timestamp,roomname,content
31,text,Lys,24.40.175.239:51129,19,2016-07-11 20:58:59,mturkno1607113,If you could hear the practice siren you could be affected if anything happened.
32,text,Lys,24.40.175.239:51129,19,2016-07-11 20:59:19,mturkno1607113,Not quite- we almost had a melt down.  Cherynobl did have a melt down.
33,text,Lys,24.40.175.239:51129,19,2016-07-11 20:59:49,mturkno1607113,And we are still seeing the effects of that 30 years later.
34,text,robzombie91,75.185.163.196:55465,20,2016-07-11 20:59:53,mturkno1607113,plus like lys said nuclear material isnt renewable like coal
35,text,robzombie91,75.185.163.196:55465,20,2016-07-11 21:00:01,mturkno1607113,also
36,text,Lys,24.40.175.239:51129,19,2016-07-11 21:00:18,mturkno1607113,Also consider Fukishima
37,text,Lys,24.40.175.239:51129,19,2016-07-11 21:01:26,mturkno1607113,"Sorry, I edited when I didn&#39;t need to.  Brainfart."
38,text,robzombie91,75.185.163.196:55465,20,2016-07-11 21:03:29,mturkno1607113,i think excess energy can be sold with wind produced energy considering that the city doesnt need much energy to function day to day and you can always build more cheaply as technology advances
39,text,BazaarAgent,128.2.220.133:57982,\N,2016-07-11 21:03:32,mturkno1607113,"Thank you for participating in the discussion. You now have just 5 minutes to finalize a joint argument in favor of one plan and complete your proposal on the left. Keep in mind that you will be evaluated solely based on the quality of your proposal (i.e., the thoroughness of the reasoning displayed)."
40,text,Lys,24.40.175.239:51129,19,2016-07-11 21:03:41,mturkno1607113,This is true.
41,text,Lys,24.40.175.239:51129,19,2016-07-11 21:04:00,mturkno1607113,Are we ok with this proposal folks?
42,text,Lys,24.40.175.239:51129,19,2016-07-11 21:04:08,mturkno1607113,Do we have anything else we can add?
43,text,Mandy,75.85.174.86:58567,17,2016-07-11 21:04:10,mturkno1607113,yup
44,text,Mandy,75.85.174.86:58567,17,2016-07-11 21:04:28,mturkno1607113,we basically fixed the world ;)
45,text,Lys,24.40.175.239:51129,19,2016-07-11 21:04:42,mturkno1607113,That&#39;s always the hope!
46,text,robzombie91,75.185.163.196:55465,20,2016-07-11 21:06:01,mturkno1607113,would have been cool if they where also proposing solar power but it would be very costly since the technology is still very new
47,text,Mandy,75.85.174.86:58567,17,2016-07-11 21:06:49,mturkno1607113,I keep seeing that West Wing episodes where they&#39;re trying to figure this out
48,text,Lys,24.40.175.239:51129,19,2016-07-11 21:06:53,mturkno1607113,Solar farms also take up a huge amount of space.  Though it can be viewed as less of an eyesore from a far!  I wish we had a better solution for solar energy.
49,text,Mandy,75.85.174.86:58567,17,2016-07-11 21:07:31,mturkno1607113,bye!
50,text,Lys,24.40.175.239:51129,19,2016-07-11 21:07:35,mturkno1607113,"But, unlike a towns person in eastern NC tried to say, it does NOT take away the light from the sun and put us in darkness."
51,presence,Mandy,75.85.174.86:58567,17,2016-07-11 21:07:35,mturkno1607113,leave
52,text,Lys,24.40.175.239:51129,19,2016-07-11 21:07:44,mturkno1607113,Bye!  It was great working with you guys!
53,presence,Nanners,67.186.29.207:58926,30,2016-07-11 21:07:58,mturkno1607113,leave
54,text,robzombie91,75.185.163.196:55465,20,2016-07-11 21:08:02,mturkno1607113,ask people to install them in their yards with an incentive
55,text,Lys,24.40.175.239:51129,19,2016-07-11 21:08:11,mturkno1607113,Nice!  I like that.
56,text,Lys,24.40.175.239:51129,19,2016-07-11 21:08:16,mturkno1607113,or on homes.
57,text,Lys,24.40.175.239:51129,19,2016-07-11 21:08:24,mturkno1607113,Bye!
58,presence,Lys,24.40.175.239:51129,19,2016-07-11 21:08:28,mturkno1607113,leave
59,presence,BazaarAgent,128.2.220.133:57982,\N,2016-07-11 21:08:47,mturkno1607113,leave
60,presence,robzombie91,75.185.163.196:55465,20,2016-07-11 21:10:18,mturkno1607113,leave
