,type,username,useraddress,userid,timestamp,roomname,content
34,presence,Bigbore,70.113.52.220:57865,18,2016-06-12 18:04:31,mturkno7226125,join
35,text,Bruce,172.1.87.13:56867,32,2016-06-12 18:04:37,mturkno7226125,"Honestly, now lets just vote so we can do the plan. So 2 it is?"
36,text,jmbever,173.167.144.70:65514,33,2016-06-12 18:04:45,mturkno7226125,"Yes, 2"
37,text,GS,160.39.97.114:56533,31,2016-06-12 18:04:49,mturkno7226125,2
38,text,Bigbore,70.113.52.220:57865,18,2016-06-12 18:04:54,mturkno7226125,i agree on plan 2
39,text,Bigbore,70.113.52.220:57865,18,2016-06-12 18:05:23,mturkno7226125,close enough to their goal
40,text,jmbever,173.167.144.70:65514,33,2016-06-12 18:05:52,mturkno7226125,Yes
41,text,jmbever,173.167.144.70:65514,33,2016-06-12 18:07:48,mturkno7226125,"Let&#39;s see, 1 minute left if we need anything else"
42,text,GS,160.39.97.114:56533,31,2016-06-12 18:08:07,mturkno7226125,Looks good
43,text,Bruce,172.1.87.13:56867,32,2016-06-12 18:08:08,mturkno7226125,So far so good?
44,text,Bruce,172.1.87.13:56867,32,2016-06-12 18:08:12,mturkno7226125,I think so
45,text,Bigbore,70.113.52.220:57865,18,2016-06-12 18:08:16,mturkno7226125,agreed
46,text,jmbever,173.167.144.70:65514,33,2016-06-12 18:08:21,mturkno7226125,Good
47,text,Bigbore,70.113.52.220:57865,18,2016-06-12 18:08:22,mturkno7226125,seems we are all on the same page
48,text,jmbever,173.167.144.70:65514,33,2016-06-12 18:08:37,mturkno7226125,Sweet
49,presence,BazaarAgent,128.2.220.133:40483,\N,2016-06-12 18:08:50,mturkno7226125,leave
50,presence,jmbever,173.167.144.70:65514,33,2016-06-12 18:08:52,mturkno7226125,leave
51,presence,GS,160.39.97.114:56533,31,2016-06-12 18:08:57,mturkno7226125,leave
52,text,Bruce,172.1.87.13:56867,32,2016-06-12 18:09:24,mturkno7226125,Dont we have to stay? 
53,text,Bigbore,70.113.52.220:57865,18,2016-06-12 18:09:35,mturkno7226125,i thought we had to wait till 5:15
54,text,Bigbore,70.113.52.220:57865,18,2016-06-12 18:09:43,mturkno7226125,and hit the button at the bottom
55,text,Bigbore,70.113.52.220:57865,18,2016-06-12 18:09:45,mturkno7226125,i dont have it yet
56,text,Bruce,172.1.87.13:56867,32,2016-06-12 18:09:48,mturkno7226125,Me too.
57,text,Bigbore,70.113.52.220:57865,18,2016-06-12 18:09:50,mturkno7226125,lol
58,text,Bigbore,70.113.52.220:57865,18,2016-06-12 18:09:53,mturkno7226125,why did they leave
59,text,Bruce,172.1.87.13:56867,32,2016-06-12 18:09:57,mturkno7226125,not sure
60,presence,Bruce,172.1.87.13:56867,32,2016-06-12 18:10:11,mturkno7226125,leave
61,presence,Bigbore,70.113.52.220:57865,18,2016-06-12 18:20:03,mturkno7226125,leave
