,type,username,useraddress,userid,timestamp,roomname,content
15,text,Pinky,24.176.109.237:52776,12,2016-07-09 16:58:15,mturkno1607091,"But they are also concerned with the waste and pollution, so there needs to be a trade off."
16,text,Pinky,24.176.109.237:52776,12,2016-07-09 16:58:23,mturkno1607091,"Cost should be considered, but not the only option."
17,text,Steve,69.119.118.139:55007,5,2016-07-09 16:58:50,mturkno1607091,I say pla n2
18,text,Steve,69.119.118.139:55007,5,2016-07-09 16:58:53,mturkno1607091,Plan 2 *
19,text,Pinky,24.176.109.237:52776,12,2016-07-09 16:59:00,mturkno1607091,It&#39;s looking like the best option.
20,text,newt,184.98.142.26:18955,2,2016-07-09 16:59:01,mturkno1607091,"That&#39;s why I thought 2 - though it costs a bit more, it&#39;s more energy efficient."
21,text,chris,70.189.230.179:65164,3,2016-07-09 16:59:11,mturkno1607091,agreed
22,text,Pinky,24.176.109.237:52776,12,2016-07-09 17:02:02,mturkno1607091,"One of the trade offs is obviously the cost, but another is that it is predominately wind-powered, and they are famous for their bird population."
23,text,chris,70.189.230.179:65164,3,2016-07-09 17:02:59,mturkno1607091,ok
24,text,chris,70.189.230.179:65164,3,2016-07-09 17:03:09,mturkno1607091,thats all the energy I have for this hit fellas! lol
25,text,BazaarAgent,128.2.220.133:56620,\N,2016-07-09 17:03:18,mturkno1607091,"Thank you for participating in the discussion. You now have just 5 minutes to finalize a joint argument in favor of one plan and complete your proposal on the left. Keep in mind that you will be evaluated solely based on the quality of your proposal (i.e., the thoroughness of the reasoning displayed)."
26,text,Steve,69.119.118.139:55007,5,2016-07-09 17:04:44,mturkno1607091,Wait how is it benefiial for animal species lol
27,text,Steve,69.119.118.139:55007,5,2016-07-09 17:04:48,mturkno1607091,if anything its the opposite
28,text,Pinky,24.176.109.237:52776,12,2016-07-09 17:04:59,mturkno1607091,Yeah I would say thats a trade off
29,text,chris,70.189.230.179:65164,3,2016-07-09 17:05:07,mturkno1607091,;-)
30,text,newt,184.98.142.26:18955,2,2016-07-09 17:05:33,mturkno1607091,"I agree, it might hurt the animals."
31,text,Pinky,24.176.109.237:52776,12,2016-07-09 17:06:10,mturkno1607091,"This was harder than it seemed, there are so many points to consider :&#x2F;"
32,text,Pinky,24.176.109.237:52776,12,2016-07-09 17:06:37,mturkno1607091,But I think Plan 2 was a wise choice
33,text,chris,70.189.230.179:65164,3,2016-07-09 17:07:05,mturkno1607091,Lets not overthink it. 
34,text,chris,70.189.230.179:65164,3,2016-07-09 17:07:18,mturkno1607091,"Thanks for writing it up, Newt. "
35,text,Steve,69.119.118.139:55007,5,2016-07-09 17:07:26,mturkno1607091,That was me lol
36,text,chris,70.189.230.179:65164,3,2016-07-09 17:07:31,mturkno1607091,Steve*
37,text,chris,70.189.230.179:65164,3,2016-07-09 17:07:33,mturkno1607091,lol
38,text,Pinky,24.176.109.237:52776,12,2016-07-09 17:07:48,mturkno1607091,Thank you!
39,text,Pinky,24.176.109.237:52776,12,2016-07-09 17:08:13,mturkno1607091,The benefits outweight the risks on this one :)
40,text,newt,184.98.142.26:18955,2,2016-07-09 17:08:16,mturkno1607091,Thanks Steve
41,text,chris,70.189.230.179:65164,3,2016-07-09 17:08:29,mturkno1607091,Have a good day guys. 
42,presence,BazaarAgent,128.2.220.133:56620,\N,2016-07-09 17:08:33,mturkno1607091,leave
43,presence,chris,70.189.230.179:65164,3,2016-07-09 17:08:42,mturkno1607091,leave
44,presence,Steve,69.119.118.139:55007,5,2016-07-09 17:08:52,mturkno1607091,leave
45,presence,newt,184.98.142.26:18955,2,2016-07-09 17:08:52,mturkno1607091,leave
46,presence,Pinky,24.176.109.237:52776,12,2016-07-09 17:08:57,mturkno1607091,leave
