,type,username,useraddress,userid,timestamp,roomname,content
28,text,KarenKalifornia,71.197.84.104:50731,9,2016-07-11 21:04:35,mturkno1607111,I am good with plan 2
29,text,KarenKalifornia,71.197.84.104:50731,9,2016-07-11 21:04:54,mturkno1607111,It seems to be a good combo of all of them
30,text,KarenKalifornia,71.197.84.104:50731,9,2016-07-11 21:04:59,mturkno1607111,I like its green
31,text,JMC19,96.58.13.16:56263,10,2016-07-11 21:05:00,mturkno1607111,Yep. The citizens might get annoyed with that or it might cause less people to want to visit
32,text,K,23.240.235.98:38632,4,2016-07-11 21:05:22,mturkno1607111,feel free to add to the bottom of the etherpad -- i wrote everything else!
33,text,KarenKalifornia,71.197.84.104:50731,9,2016-07-11 21:05:53,mturkno1607111,I think you did a great job and plan 2 will be a good one
34,text,KarenKalifornia,71.197.84.104:50731,9,2016-07-11 21:06:09,mturkno1607111,I wasn&#39;t even sure how to add stuff
35,text,KarenKalifornia,71.197.84.104:50731,9,2016-07-11 21:06:40,mturkno1607111,Was great working with you guys
36,text,KarenKalifornia,71.197.84.104:50731,9,2016-07-11 21:06:54,mturkno1607111,I think the city will be happy with plan 2
37,presence,KarenKalifornia,71.197.84.104:50731,9,2016-07-11 21:07:25,mturkno1607111,leave
38,presence,K,23.240.235.98:38632,4,2016-07-11 21:07:29,mturkno1607111,leave
39,presence,BazaarAgent,128.2.220.133:57986,\N,2016-07-11 21:09:47,mturkno1607111,leave
40,presence,JMC19,96.58.13.16:56263,10,2016-07-11 21:12:56,mturkno1607111,leave
41,presence,Ballsack,72.190.111.250:50292,7,2016-07-11 22:06:55,mturkno1607111,join
42,text,Ballsack,72.190.111.250:50292,7,2016-07-11 22:11:15,mturkno1607111,"I seem to be a little late, I hope not too late.  I would agree with plan 2 anyhow, it seems to have the best value between pro&#39;s&#x2F;con&#39;s and staying on budget.  "
43,presence,Ballsack,72.190.111.250:50292,7,2016-07-11 22:29:43,mturkno1607111,leave
