,type,username,useraddress,userid,timestamp,roomname,content
144,text,lion,69.76.189.66:56423,38,2016-06-04 21:37:52,mturkno798238,even though we are increasing in the nuclear part. The main points are being taken into consideration 
151,text,lion,69.76.189.66:56423,38,2016-06-04 21:38:27,mturkno798238,"such as wastage, pollution and so on"
155,text,Aemort,174.60.186.169:51860,40,2016-06-04 21:38:34,mturkno798238,True
158,text,lion,69.76.189.66:56423,38,2016-06-04 21:38:42,mturkno798238,so plan 3 it is
159,text,Aemort,174.60.186.169:51860,40,2016-06-04 21:38:47,mturkno798238,"Do we have to submit it now, though?"
160,text,lion,69.76.189.66:56423,38,2016-06-04 21:39:00,mturkno798238,yes i think so
163,text,lion,69.76.189.66:56423,38,2016-06-04 21:39:09,mturkno798238,plan 3 is the desicion 
165,presence,lion,69.76.189.66:56423,38,2016-06-04 21:39:16,mturkno798238,leave
174,presence,BazaarAgent,128.2.220.133:35582,\N,2016-06-04 21:40:09,mturkno798238,leave
178,presence,Aemort,174.60.186.169:51860,40,2016-06-04 21:40:12,mturkno798238,leave
187,presence,mitzi,70.189.201.85:54678,57,2016-06-04 21:42:20,mturkno798238,leave
