,type,username,useraddress,userid,timestamp,roomname,content
153,text,street1510,74.77.38.141:51442,10,2016-06-01 21:31:53,mturkno987642,which is just directly cost which we don&#39;t care about anyways. No matter what we are over budget
157,text,TM,76.30.94.185:60509,15,2016-06-01 21:32:12,mturkno987642,But just because we go over budget doesn&#39;t mean that we completely don&#39;t care about budget
161,text,street1510,74.77.38.141:51442,10,2016-06-01 21:32:27,mturkno987642,you don&#39;t live in a blue city do you?
162,text,deweather,172.72.43.240:2504,20,2016-06-01 21:32:30,mturkno987642,$40 million is a good bit of money
166,text,Vee,75.112.251.153:49915,13,2016-06-01 21:32:47,mturkno987642,"As long as we stick close to it, I think thats fine. If we went strictly over budget the only option is Plan 1"
170,text,Vee,75.112.251.153:49915,13,2016-06-01 21:32:58,mturkno987642,on not over
174,text,street1510,74.77.38.141:51442,10,2016-06-01 21:33:13,mturkno987642,can we make an option 2.5 with 30 wind and 30 nuclear...
182,text,deweather,172.72.43.240:2504,20,2016-06-01 21:33:21,mturkno987642,if only
183,text,Vee,75.112.251.153:49915,13,2016-06-01 21:33:33,mturkno987642,I wish
184,text,TM,76.30.94.185:60509,15,2016-06-01 21:33:45,mturkno987642,Did you guys get an article about nuclear waste during one of the steps? I got something about how it creates lots of waste products
186,text,TM,76.30.94.185:60509,15,2016-06-01 21:33:51,mturkno987642,I&#39;m not sure if that&#39;s supposed to influence our thinking here
189,text,deweather,172.72.43.240:2504,20,2016-06-01 21:34:01,mturkno987642,mine was on hydro
190,text,deweather,172.72.43.240:2504,20,2016-06-01 21:34:03,mturkno987642,it is
196,text,BazaarAgent,128.2.220.133:33707,\N,2016-06-01 21:34:21,mturkno987642,"Thank you for participating in the discussion. You now have just 5 minutes to finalize a joint argument in favor of one plan and complete your proposal on the left. Keep in mind that you will be evaluated solely based on the quality of your proposal (i.e., the thoroughness of the reasoning displayed)."
198,text,street1510,74.77.38.141:51442,10,2016-06-01 21:34:29,mturkno987642,it doesnt actually. the only waste is uranium and the rest is water vapor. 
200,text,deweather,172.72.43.240:2504,20,2016-06-01 21:34:41,mturkno987642,"okay, which plan? two or three?"
206,text,Vee,75.112.251.153:49915,13,2016-06-01 21:35:17,mturkno987642,I vote three. It hits more of the requirements than 2 does.
213,text,deweather,172.72.43.240:2504,20,2016-06-01 21:35:31,mturkno987642,that&#39;s one for three
214,text,street1510,74.77.38.141:51442,10,2016-06-01 21:35:31,mturkno987642,vote 3
216,text,deweather,172.72.43.240:2504,20,2016-06-01 21:35:34,mturkno987642,two for three
217,text,deweather,172.72.43.240:2504,20,2016-06-01 21:35:38,mturkno987642,I&#39;m fine with three 
218,text,TM,76.30.94.185:60509,15,2016-06-01 21:35:41,mturkno987642,"Ok, 3 works then"
225,text,street1510,74.77.38.141:51442,10,2016-06-01 21:36:05,mturkno987642,what do we use the left side for?
226,text,TM,76.30.94.185:60509,15,2016-06-01 21:36:07,mturkno987642,I&#39;ll type it out?
227,text,deweather,172.72.43.240:2504,20,2016-06-01 21:36:10,mturkno987642,okay
228,text,Vee,75.112.251.153:49915,13,2016-06-01 21:36:12,mturkno987642,Have at it
231,text,street1510,74.77.38.141:51442,10,2016-06-01 21:36:25,mturkno987642,oh cool i get it now
235,text,TM,76.30.94.185:60509,15,2016-06-01 21:36:44,mturkno987642,anyone feel free to jump in
236,text,TM,76.30.94.185:60509,15,2016-06-01 21:36:47,mturkno987642,with stuff to write lol
244,text,TM,76.30.94.185:60509,15,2016-06-01 21:37:21,mturkno987642,er maybe work on the trade off section
245,text,TM,76.30.94.185:60509,15,2016-06-01 21:37:22,mturkno987642,lol
252,text,deweather,172.72.43.240:2504,20,2016-06-01 21:37:56,mturkno987642,need help with the tradeoff section
281,presence,BazaarAgent,128.2.220.133:33707,\N,2016-06-01 21:39:36,mturkno987642,leave
288,text,TM,76.30.94.185:60509,15,2016-06-01 21:41:38,mturkno987642,Are we about done?
289,text,street1510,74.77.38.141:51442,10,2016-06-01 21:41:47,mturkno987642,yeah screw it
290,text,deweather,172.72.43.240:2504,20,2016-06-01 21:41:52,mturkno987642,We have enough I think
291,text,street1510,74.77.38.141:51442,10,2016-06-01 21:41:57,mturkno987642,button at the bottom
292,text,TM,76.30.94.185:60509,15,2016-06-01 21:41:57,mturkno987642,"okay, I&#39;m clicking next step"
293,text,TM,76.30.94.185:60509,15,2016-06-01 21:41:59,mturkno987642,cya
294,presence,street1510,74.77.38.141:51442,10,2016-06-01 21:42:01,mturkno987642,leave
295,text,deweather,172.72.43.240:2504,20,2016-06-01 21:42:02,mturkno987642,later
296,presence,Vee,75.112.251.153:49915,13,2016-06-01 21:42:03,mturkno987642,leave
297,presence,TM,76.30.94.185:60509,15,2016-06-01 21:42:09,mturkno987642,leave
298,presence,deweather,172.72.43.240:2504,20,2016-06-01 21:42:09,mturkno987642,leave
324,presence,Xu,128.2.161.61:59572,0,2016-06-02 19:40:04,mturkno987642,join
325,presence,Xu,128.2.161.61:59572,0,2016-06-02 19:40:31,mturkno987642,leave
